years_since_introduction,release_date,lo_survival,median_survival,hi_survival
0,2018-07-18,1,1,1
0,2020-07-06,0.7777777777777778,0.8333333333333334,1
1,2018-07-18,0.9444444444444444,0.9444444444444444,1
2,2018-07-18,0.8518518518518519,0.8703703703703703,0.9259259259259259
