site_id,survey_date,pit_tag_id,bd_load
84235,2014-07-01,900043000104807,0
84235,2014-07-01,900043000104843,432
84226,2014-07-16,900043000104831,0
84235,2014-07-16,900043000104840,192
84235,2014-07-16,900043000104859,240
84235,2014-07-16,900043000104879,0
84235,2014-07-16,900043000104884,1344.0000000000002
84235,2014-08-04,900043000104807,0
84235,2014-08-04,900043000104816,3552
84235,2014-08-04,900043000104867,192
84235,2014-09-08,900043000104831,0
84235,2014-09-08,900043000104838,20208
84235,2014-09-08,900043000104852,7392
84235,2015-06-01,900043000104840,110471.52
84235,2015-06-01,900043000104862,1371079.2
84235,2015-06-01,900043000104884,14374.08
84235,2015-06-03,900043000104840,NA
84235,2015-06-03,900043000104862,NA
84255,2015-06-25,900043000104807,991.68
84266,2015-06-25,900043000104831,195.84
84235,2015-06-25,900043000104832,13150.08
84235,2015-06-25,900043000104840,9475.68
84235,2015-06-25,900043000104862,2286.72
84235,2015-06-25,900043000104884,0
84235,2015-06-25,900067000060983,507.36
84235,2015-07-23,900043000104832,10799.04
84235,2015-07-23,900043000104836,0
84235,2015-07-23,900067000060936,0
84235,2015-07-23,900067000060954,0
84235,2015-07-23,900067000061024,0
84235,2015-08-04,900043000104832,61759.68
84235,2015-08-04,900043000104862,211299.84
84235,2015-08-04,900067000060934,0
84235,2015-08-04,900067000060954,0
84235,2016-07-12,900043000104823,24600.584
84235,2016-07-13,900043000104823,NA
84235,2016-07-13,900043000104892,66968.232
84235,2016-07-13,900067000060934,86761.76
84235,2017-08-15,900043000104892,0
84235,2017-08-15,900067000060934,4148.224
84235,2017-08-16,900043000104836,0
84235,2017-08-16,900067000060934,NA
84235,2017-08-17,900043000104836,NA
84235,2017-08-17,900043000104892,NA
84235,2017-09-11,900043000104892,2755
84235,2017-09-11,900067000060934,3576.04
84235,2017-09-12,900043000104892,NA
84235,2018-07-09,900043000104836,2820.376
84235,2018-07-09,900043000104853,2369.936
84235,2018-07-10,900043000104836,NA
84235,2018-07-10,900043000104892,540.264
84235,2018-07-11,900043000104836,NA
84235,2018-07-11,900043000104892,NA
84235,2018-07-11,900067000060934,6170.896
84235,2018-08-21,900043000104836,10506.64
84235,2018-08-22,900043000104836,NA
84235,2018-08-22,900043000104853,50208.888
84235,2018-08-23,900043000104853,NA
84235,2019-08-07,900043000104853,5001.712
84235,2019-08-07,900043000104892,3517.784
84235,2019-08-08,900043000104892,NA
84235,2020-07-13,900043000104853,9732.784
84235,2020-07-14,900043000104853,NA
84235,2020-09-01,900043000104853,12107.872
