site_id,survey_date,pit_tag_id
50785,2019-08-08,900067000089723
50785,2019-08-08,982126056334152
50785,2019-08-08,982126056334174
50785,2019-08-08,982126056334200
50785,2019-08-08,982126056334217
50785,2019-08-08,982126056334220
50785,2019-08-09,900067000089619
50785,2019-08-09,900067000089723
50785,2019-08-09,982126056334152
50785,2019-08-09,982126056334174
50785,2019-08-09,982126056334200
50785,2019-08-09,982126056334217
50785,2019-08-09,982126056334234
50785,2019-08-09,982126056337051
50785,2020-06-20,900067000089650
50785,2020-06-20,982126056334143
50785,2020-06-20,982126056334163
50785,2020-06-20,982126056334200
50785,2020-06-20,982126056334220
50785,2020-06-20,982126056337051
50785,2020-06-20,982126056337073
50785,2020-06-20,982126056337123
50785,2020-06-21,982126056334171
50785,2020-06-21,982126056334180
50785,2020-06-21,982126056334200
50785,2020-06-21,982126056334220
50785,2020-06-21,982126056334237
50785,2020-08-09,900067000089886
50785,2020-08-09,982000407484277
50785,2020-08-09,982126056334142
50785,2020-08-09,982126056334200
50785,2020-08-09,982126056334215
50785,2020-08-09,982126056334218
50785,2020-08-09,982126056337061
50785,2020-08-09,982126056337131
50785,2020-08-10,900067000089886
50785,2020-08-10,982126056334154
50787,2020-08-10,982126056334156
50785,2020-08-10,982126056334193
50785,2020-08-10,982126056334200
50785,2020-08-10,982126056334218
50785,2020-08-10,982126056337047
50785,2020-08-10,982126056337067
50785,2020-08-10,982126056337076
50785,2020-08-10,982126056337078
50785,2020-08-10,982126056337087
50785,2020-08-10,982126056337119
50785,2020-08-11,982000407484277
50785,2020-08-11,982126056334200
50785,2020-08-11,982126056334215
50785,2020-08-11,982126056334218
50785,2020-08-11,982126056337045
50785,2020-08-11,982126056337068
50785,2020-08-11,982126056337069
50785,2020-08-11,982126056337134
