site_id,survey_date,pit_tag_id
10315,2013-09-10,900118001028454
10315,2013-09-10,900118001028615
10315,2013-09-10,900118001028839
10315,2013-09-10,900118001028984
10315,2013-09-10,900118001029090
10315,2013-09-10,900118001029232
10315,2013-09-10,900118001030453
10315,2013-09-10,900118001030558
10315,2013-09-10,900118001030593
10315,2013-09-10,900118001030654
10315,2013-09-10,900118001058161
10315,2013-09-10,900118001058203
10315,2014-07-10,900118001028433
10315,2014-07-10,900118001028454
10315,2014-07-10,900118001028615
10315,2014-07-10,900118001028839
10315,2014-07-10,900118001029405
10314,2014-07-10,900118001029482
10315,2014-07-10,900118001029550
10315,2014-07-10,900118001030453
10315,2014-07-10,900118001030480
10315,2014-07-10,900118001030594
10315,2014-07-10,900118001030652
10315,2014-07-10,900118001031226
10315,2014-07-10,900118001057582
10315,2014-07-10,900118001057603
10315,2014-07-10,900118001058161
10315,2014-08-12,900118001028615
10315,2014-08-12,900118001029090
10315,2014-08-12,900118001029232
10315,2014-08-12,900118001029296
10314,2014-08-12,900118001029319
10315,2014-08-12,900118001029550
10315,2014-08-12,900118001030480
10315,2014-08-12,900118001030652
10315,2014-08-12,900118001031226
10315,2014-08-12,900118001057582
10315,2014-08-12,900118001057603
10315,2014-08-12,900118001058161
10315,2014-08-12,900118001065541
10315,2014-09-04,900118001028454
10315,2014-09-04,900118001028615
10314,2014-09-04,900118001028839
10315,2014-09-04,900118001029060
10315,2014-09-04,900118001029090
10315,2014-09-04,900118001029232
10314,2014-09-04,900118001029319
10316,2014-09-04,900118001029482
10315,2014-09-04,900118001029550
10315,2014-09-04,900118001030453
10315,2014-09-04,900118001030480
10315,2014-09-04,900118001030652
10315,2014-09-04,900118001031226
10315,2014-09-04,900118001057582
10315,2014-09-04,900118001057603
10315,2014-09-04,900118001058161
10315,2014-09-04,900118001065541
10315,2015-06-30,900118001028454
10315,2015-06-30,900118001029060
10315,2015-06-30,900118001029550
10315,2015-06-30,900118001030453
10315,2015-06-30,900118001031226
10315,2015-06-30,900118001057582
10315,2015-06-30,900118001058416
10315,2015-07-25,900118001028416
10315,2015-07-25,900118001028454
10315,2015-07-25,900118001029060
10315,2015-07-25,900118001029090
10315,2015-07-25,900118001030453
10315,2015-07-25,900118001058203
10315,2016-08-13,900118001028454
10315,2016-08-13,900118001028839
10315,2016-08-13,900118001029060
10316,2016-08-13,900118001029319
10315,2016-08-13,900118001030652
10315,2016-08-13,900118001057582
10314,2016-08-13,900118001058203
