site_id,survey_date,survey_type,primary_period,secondary_period
10114,2022-07-18,cmr,1,1
10114,2022-07-19,cmr,1,2
10114,2022-07-20,cmr,1,3
10114,2022-07-21,reintroduction,2,0
10114,2023-08-25,cmr,3,1
10114,2023-08-26,cmr,3,2
10114,2023-08-27,cmr,3,3
10114,2023-08-28,reintroduction,4,0
