site_id,survey_date,pit_tag_id,sex,category
22008,2018-06-28,982000410163511,m,exposed
22008,2018-06-29,900067000089528,f,exposed
22008,2018-06-29,900067000089581,f,exposed
22008,2018-06-29,900067000089676,m,exposed
22008,2018-06-29,900067000089709,m,exposed
22008,2018-06-29,900067000089730,m,exposed
22008,2018-06-29,900067000089755,f,unexposed
22008,2018-06-29,900067000089780,m,exposed
22008,2018-06-29,900067000089837,m,unexposed
22008,2018-06-29,900067000089900,m,exposed
22008,2018-06-29,900067000089902,m,exposed
22008,2018-06-29,900067000089965,f,exposed
22008,2018-06-29,900067000089985,m,unexposed
22008,2018-06-29,982000410163511,m,exposed
22008,2018-06-30,900067000089528,f,exposed
22008,2018-06-30,900067000089581,f,exposed
22008,2018-06-30,900067000089652,m,exposed
22008,2018-06-30,900067000089676,m,exposed
22008,2018-06-30,900067000089709,m,exposed
22008,2018-06-30,900067000089755,f,unexposed
22008,2018-06-30,900067000089780,m,exposed
22008,2018-06-30,900067000089837,m,unexposed
22008,2018-06-30,900067000089900,m,exposed
22008,2018-06-30,900067000089902,m,exposed
22008,2018-06-30,900067000089965,f,exposed
22008,2018-06-30,900067000089985,m,unexposed
22008,2018-06-30,982000410163511,m,exposed
22008,2018-09-03,900067000089581,f,exposed
22008,2018-09-03,900067000089652,m,exposed
22008,2018-09-03,900067000089755,f,unexposed
22008,2018-09-03,900067000089902,m,exposed
22008,2018-09-03,900067000089965,f,exposed
22019,2018-09-04,900043000144489,f,resident
22008,2018-09-04,900067000089581,f,exposed
22008,2018-09-04,900067000089651,m,unexposed
22008,2018-09-04,900067000089652,m,exposed
22008,2018-09-04,900067000089709,m,exposed
22008,2018-09-04,900067000089900,m,exposed
22008,2018-09-04,900067000089965,f,exposed
22008,2018-09-04,900067000089985,m,unexposed
22008,2018-09-05,900067000089528,f,exposed
22008,2018-09-05,900067000089581,f,exposed
22008,2018-09-05,900067000089652,m,exposed
22008,2018-09-05,900067000089965,f,exposed
22008,2019-08-19,900067000089531,f,exposed
22008,2019-08-19,900067000089600,m,exposed
22008,2019-08-19,900067000089709,m,exposed
22008,2019-08-19,900067000089751,m,exposed
22008,2019-08-19,900067000089755,f,unexposed
22008,2019-08-19,900067000089780,m,exposed
22008,2019-08-19,900067000089800,m,exposed
22008,2019-08-19,900067000089817,m,exposed
22008,2019-08-19,900067000089900,m,exposed
22008,2019-08-19,900067000089985,m,unexposed
22008,2019-08-19,900067000114823,m,resident
22019,2019-08-19,900067000117200,f,resident
22008,2019-08-19,900067000117202,m,resident
22008,2019-08-19,900067000117239,m,resident
22008,2019-08-19,900067000117245,f,resident
22008,2019-08-19,900067000117375,f,resident
22008,2019-08-19,982000410163511,m,exposed
22008,2019-08-20,900043000144376,f,resident
22019,2019-08-20,900043000144396,m,resident
22008,2019-08-20,900067000089709,m,exposed
22008,2019-08-20,900067000089751,m,exposed
22008,2019-08-20,900067000089755,f,unexposed
22008,2019-08-20,900067000089780,m,exposed
22008,2019-08-20,900067000089800,m,exposed
22008,2019-08-20,900067000089900,m,exposed
22008,2019-08-20,900067000117202,m,resident
22008,2019-08-20,900067000117239,m,resident
22008,2019-08-20,900067000117245,f,resident
22008,2019-08-20,900067000117375,f,resident
22008,2019-08-20,982000410163511,m,exposed
22008,2019-08-21,900043000144376,f,resident
22019,2019-08-21,900043000144489,f,resident
22008,2019-08-21,900067000089531,f,exposed
22008,2019-08-21,900067000089593,f,exposed
22008,2019-08-21,900067000089631,m,exposed
22008,2019-08-21,900067000089709,m,exposed
22008,2019-08-21,900067000089751,m,exposed
22008,2019-08-21,900067000089755,f,unexposed
22008,2019-08-21,900067000089800,m,exposed
22008,2019-08-21,900067000089900,m,exposed
22008,2019-08-21,900067000089902,m,exposed
22008,2019-08-21,900067000089985,m,unexposed
22008,2019-08-21,900067000089987,m,exposed
22008,2019-08-21,900067000117202,m,resident
22008,2019-08-21,900067000117239,m,resident
22008,2019-08-21,900067000117245,f,resident
22019,2019-08-21,900067000117363,m,resident
22019,2019-08-21,900067000117370,f,resident
22008,2019-08-21,900067000117375,f,resident
22019,2019-08-21,900067000117597,f,resident
