site_id,survey_date,pit_tag_id
10277,2013-09-12,900118001028276
10277,2013-09-12,900118001028589
10277,2013-09-12,900118001028814
10277,2013-09-12,900118001028909
10277,2013-09-12,900118001029027
10277,2013-09-12,900118001029487
10277,2013-09-12,900118001029644
10277,2013-09-12,900118001030021
10277,2013-09-12,900118001030145
10277,2013-09-12,900118001030565
10277,2013-09-12,900118001030620
10277,2013-09-12,900118001030653
10277,2013-09-12,900118001031405
10277,2013-09-12,900118001058268
10277,2014-07-09,900118001028276
10277,2014-07-09,900118001028814
10276,2014-07-09,900118001029257
10277,2014-07-09,900118001029644
10276,2014-07-09,900118001030581
10277,2014-07-09,900118001031405
10276,2014-07-09,900118001057995
10277,2014-07-09,900118001060671
10276,2014-08-13,900118001027559
10277,2014-08-13,900118001028276
10277,2014-08-13,900118001028909
12361,2014-08-13,900118001028916
11359,2014-08-13,900118001057995
10277,2014-08-13,900118001058268
10276,2014-08-13,985121013702689
10276,2014-09-03,900118001027559
10276,2014-09-03,900118001028276
12534,2014-09-03,900118001029166
10277,2014-09-03,900118001029714
12534,2014-09-03,900118001030565
10276,2014-09-03,900118001058396
10276,2014-09-03,985121013702689
10276,2015-07-03,900118001027559
10276,2015-07-27,900118001027559
