site_id,survey_date,pit_tag_id
10285,2014-07-08,900043000104535
10285,2014-07-08,900118001027654
10285,2014-07-08,900118001028116
10285,2014-07-08,900118001028201
10285,2014-07-08,900118001028293
10285,2014-07-08,900118001028607
10285,2014-07-08,900118001028871
10285,2014-07-08,900118001028928
10285,2014-07-08,900118001029134
10285,2014-07-08,900118001029185
10285,2014-07-08,900118001030153
10285,2014-07-08,900118001030251
10285,2014-07-08,900118001030405
10285,2014-07-08,900118001057482
10285,2014-07-08,985121019097871
10285,2014-07-08,985121019099621
10285,2014-08-13,900043000104535
10285,2014-08-13,900118001028116
10285,2014-08-13,900118001028278
10285,2014-08-13,900118001057482
10285,2014-09-02,900043000104535
10284,2014-09-02,900118001027835
10285,2014-09-02,900118001028116
10285,2014-09-02,900118001028255
10285,2014-09-02,900118001028928
10285,2014-09-02,900118001057482
10285,2014-09-02,985121019097871
10285,2014-09-02,985121019099621
10285,2015-07-01,900043000104535
10285,2015-07-26,900043000104535
